oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
Huawei,Mate 30,2019,Available. Released 2019,,196.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.62,"1080 x 2340 pixels, 19.5:9 ratio (~389 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Android 10
Huawei,Watch GT 2,2019,Available. Released 2019,,41.0,No,"OLED capacitive touchscreen, 16M colors",1.39,"454 x 454 pixels, 1:1 ratio (~326 ppi density)","Accelerometer, gyro, heart rate, barometer, compass",Huawei wearable platform
Huawei,nova 5i Pro,2019,Available. Released 2019,,178.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.26,"1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,Enjoy 10 Plus,2019,Available. Released 2019,,163.5,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.59,"1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,nova 5T,2019,Available. Released 2019,,174.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.26,"1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,MediaPad M6 10.8,2019,Available. Released 2019,,498.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",10.8,"2560 x 1600 pixels, 16:10 ratio (~280 ppi density)","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,MediaPad M6 Turbo 8.4,2019,Available. Released 2019,,340.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",8.4,"2560 x 1600 pixels, 16:10 ratio (~359 ppi density)","Accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,MediaPad M6 8.4,2019,Available. Released 2019,,320.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",8.4,"2560 x 1600 pixels, 16:10 ratio (~359 ppi density)","Accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,nova 5 Pro,2019,Available. Released 2019,,171.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.39,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,nova 5,2019,Available. Released 2019,,171.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.39,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,nova 5i,2019,Available. Released 2019,,178.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.4,1080 x 2310 pixels (~398 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Huawei,Y9 Prime (2019),2019,Available. Released 2019,,196.8,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.59,"1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,P20 lite (2019),2019,Available. Released 2019,,178.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.4,1080 x 2310 pixels (~398 ppi density),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,P Smart Z,2019,Available. Released 2019,,196.8,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.59,"1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,Mate 20 X (5G),2019,Available. Released 2019,,233.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",7.2,"1080 x 2244 pixels, 18.7:9 ratio (~346 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass",Android 9.0 (Pie)
Huawei,Y5 (2019),2019,Available. Released 2019,,146.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.71,"720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
Huawei,Ascend Plus,2014,Discontinued,,136.1,Mini-SIM,TFT capacitive touchscreen,4.0,,Accelerometer,Android 4.0 (Ice Cream Sandwich)
Huawei,MediaPad 7 Youth,2013,Discontinued,,350.0,MIni-SIM,TFT capacitive touchscreen,7.0,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Accelerometer,Android 4.1.2 (Jelly Bean)
Huawei,G7002,2010,Discontinued,,95.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",,,V1,
i-mate,PDA2,2004,Discontinued,,190.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",3.5,"240 x 320 pixels, 3.5 inches, 4:3 ratio (~114 ppi density)",V1,Microsoft Windows Mobile 2003 SE PocketPC
i-mate,Smartphone2,2004,Discontinued,,130.0,Mini-SIM,"TFT, 65K colors",2.2,"176 x 220 pixels, 2.2 inches (~128 ppi density)",V1,Microsoft Smartphone 2003 OS
i-mate,Smartphone,2004,Discontinued,,130.0,Mini-SIM,"TFT, 65K colors",2.2,176 x 220 pixels (~128 ppi density),V1,Microsoft Windows Mobile Smartphone
i-mobile,510,2006,Discontinued,,75.0,Mini-SIM,"TFT, 256K colors",,128 x 160 pixels,V1,
i-mobile,315,2007,Discontinued,,80.0,Mini-SIM,"TFT, 256K colors",1.5,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",V1,
Icemobile,Gravity 4.0,2014,Discontinued,,316.0,Micro-SIM,IPS LCD capacitive touchscreen,4.02,"480 x 854 pixels, 16:9 ratio (~244 ppi density)",V1,Android 4.4.2 (KitKat)
Icemobile,Prime 5.5,2014,Discontinued,,,Dual SIM,IPS LCD capacitive touchscreen,5.46,"720 x 1280 pixels, 16:9 ratio (~269 ppi density)",V1,Android 4.4.2 (KitKat)
Icemobile,Prime 4.5,2014,Discontinued,,,Dual SIM,IPS LCD capacitive touchscreen,4.46,"540 x 960 pixels, 16:9 ratio (~247 ppi density)",V1,Android 4.2.2 (Jelly Bean)
Icemobile,Gravity Pro,2013,Discontinued,,240.0,Yes,IPS LCD capacitive touchscreen,4.02,"480 x 854 pixels, 16:9 ratio (~244 ppi density)",V1,Android 4.0 (Ice Cream Sandwich)
Icemobile,Quattro,2012,Discontinued,,,Dual SIM (Mini-SIM),TFT,2.3,"320 x 240 pixels, 4:3 ratio (~174 ppi density)",V1,
Infinix,Hot 9 Play,2020,Available. Released 2020,,209.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.82,720 x 1640 pixels (~263 ppi density),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 Pie (Go edition) - 32/2GBAndroid 9.0 (Pie) - 32/3GB
Infinix,Note 7,2020,,,206.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.95,720 x 1640 pixels (~258 ppi density),"Fingerprint (side-mounted), accelerometer, proximity, compass",Android 10
Infinix,Note 7 Lite,2020,,,185.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (side-mounted), accelerometer, proximity, compass",Android 10
Infinix,Hot 9 Pro,2020,Available. Released 2020,,185.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
Infinix,Hot 9,2020,Available. Released 2020,,185.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
Infinix,S5 Pro (16+32),2020,Available. Released 2020,,195.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
Infinix,S5 Pro (48+40),2020,Available. Released 2020,,195.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
Infinix,S5 lite,2019,Available. Released 2019,,178.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Infinix,Smart 4c,2019,Available. Released 2019,,183.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Infinix,Hot 8 Lite,2019,Available. Released 2019,,175.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 8.1 Oreo (Go edition)
Infinix,Hot 8,2019,Available. Released 2019,,179.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.52,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Infinix,Smart3 Plus,2019,Available. Released 2019,,148.0,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.21,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Infinix,S4,2019,Available. Released 2019,,154.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Infinix,Hot 7 Pro,2019,Available. Released 2019,,165.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Innostream,INNO A20,2005,Discontinued,,105.0,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,V1,
Innostream,INNO 75,2004,Discontinued,,80.0,Mini-SIM,"TFT, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Innostream,INNO 79,2004,Discontinued,,85.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 11 lines",V1,
Innostream,INNO 78,2004,Discontinued,,85.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 11 lines",V1,
Innostream,INNO 30,2004,Discontinued,,76.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 11 lines",V1,
Innostream,INNO 55,2004,Discontinued,,88.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 11 lines",V1,
Innostream,INNO 70,2004,Discontinued,,88.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 11 lines",V1,
Innostream,INNO 99,2004,Discontinued,,91.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 11 lines",V1,
Innostream,INNO 120,2003,Discontinued,,81.0,Mini-SIM,"LCD, 65K colors",,"128 x 144 pixels, 10 lines",V1,
Innostream,INNO 110,2003,Discontinued,,80.0,Mini-SIM,"LCD, 65K colors",,"128 x 144 pixels, 10 lines",V1,
Innostream,INNO 100,2003,Discontinued,,80.0,Mini-SIM,"LCD, 65K colors",,"128 x 144 pixels, 10 lines",V1,
Kyocera,TG 200,2000,Discontinued,,75.0,Mini-SIM,Monochrome graphic,,5 lines,V1,
Lava,Z71,2020,Available. Released 2020,,150.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.71,"720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Lava,Iris Fuel F2,2016,Available. Released 2016,,,"Dual SIM (Micro-SIM, dual stand-by)","LCD capacitive touchscreen, 16M colors",5.0,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",V1,Android 5.1 (Lollipop)
Lenovo,M10 FHD REL,2020,Available. Released 2020,,520.0,Yes,"IPS LCD capacitive touchscreen, 16M colors",10.1,"1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Accelerometer,Android 9.0 (Pie)
Lenovo,Yoga Smart Tab,2019,Available. Released 2019,,580.0,No,"IPS LCD capacitive touchscreen, 16M colors",10.1,"1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Accelerometer,Android 9.0 (Pie)
Lenovo,K10 Plus,2019,Available. Released 2019,,172.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.22,"720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Lenovo,K10 Note,2019,Available. Released 2019,,164.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Lenovo,A6 Note,2019,Available. Released 2019,,172.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.09,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Lenovo,Tab M8 (FHD),2019,Available. Released 2019,,305.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",8.0,"1200 x 1920 pixels, 16:10 ratio (~283 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
Lenovo,Tab M8 (HD),2019,Available. Released 2019,,305.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",8.0,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
Lenovo,Tab M7,2019,Available. Released 2019,,236.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",7.0,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Accelerometer,Android 9.0 (Pie) - 2GB RAM
Lenovo,Z6,2019,Available. Released 2019,,159.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.39,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, proximity, compass",Android 9.0 (Pie)
Lenovo,Z6 Pro 5G,2019,Available. Released 2019,,185.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.39,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Lenovo,Z6 Youth,2019,Available. Released 2019,,164.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Lenovo,Z6 Pro,2019,Available. Released 2019,,185.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.39,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Lenovo,Yoga Tab 3 10,2016,Available. Released 2016,,655.0,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors",10.1,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Accelerometer,Android 6.0 (Marshmallow)
LG,Q61,2020,Available. Released 2020,,,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
LG,Stylo 6,2020,Available. Released 2020,,219.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",6.8,1080 x 2460 pixels (~395 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity",Android 10
LG,Velvet,2020,Available. Released 2020,,180.0,"Dual SIM (Nano-SIM, dual stand-by)","P-OLED capacitive touchscreen, 16M colors",6.8,1080 x 2460 pixels (~395 ppi density),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer",Android 10
LG,Folder 2,2020,Available. Released 2020,,127.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",2.8,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",V1,
LG,V60 ThinQ 5G UW,2020,Available. Released 2020,,218.0,Pre-installed Nano-SIM,"P-OLED capacitive touchscreen, 16M colors",6.8,1080 x 2460 pixels (~395 ppi density),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer",Android 10
LG,V60 ThinQ 5G,2020,Available. Released 2020,,213.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","P-OLED capacitive touchscreen, 16M colors",6.8,1080 x 2460 pixels (~395 ppi density),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer",Android 10
LG,Q51,2020,Available. Released 2020,,,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"720 x 1520 pixels, 19:9 ratio (~259 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 10
LG,W10 Alpha,2020,Available. Released 2020,,170.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.71,"720 x 1512 pixels, 19:9 ratio (~293 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
LG,K61,2020,Available. Released 2020,,191.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
LG,K51S,2020,Available. Released 2020,,194.5,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.55,"720 x 1600 pixels, 20:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
LG,K41S,2020,Available. Released 2020,,191.7,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.55,"720 x 1600 pixels, 20:9 ratio (~268 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
LG,G Pad 5 10.1,2019,Available. Released 2019,,498.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",10.1,"1200 x 1920 pixels, 16:10 ratio (~224 ppi density)","Fingerprint (side-mounted), accelerometer",Android 9.0 (Pie)
LG,V50S ThinQ 5G,2019,Available. Released 2019,,192.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.4,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer",Android 9.0 (Pie)
LG,G8X ThinQ,2019,Available. Released 2019,,192.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.4,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer",Android 9.0 (Pie)
LG,Q70,2019,Available. Released 2019,,198.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.4,1080 x 2310 pixels (~398 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
LG,K30 (2019),2019,Available. Released 2019,,148.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.45,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
LG,K20 (2019),2019,Available. Released 2019,,152.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.45,"480 x 960 pixels, 18:9 ratio (~197 ppi density)","Accelerometer, proximity",Android 9.0 Pie (Go edition)
LG,K40S,2019,Available. Released 2019,,186.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.1,"720 x 1520 pixels, 19:9 ratio (~276 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
LG,K50S,2019,Available. Released 2019,,194.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"720 x 1520 pixels, 19:9 ratio (~259 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
LG,W30 Pro,2019,Available. Released 2019,,172.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.22,"720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 9.0 (Pie)
LG,W30,2019,Available. Released 2019,,175.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.26,"720 x 1520 pixels, 19:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 9.0 (Pie)
LG,W10,2019,Available. Released 2019,,164.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.19,"720 x 1512 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 9.0 (Pie)
LG,Stylo 5,2019,Available. Released 2019,,179.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",6.2,"1080 x 2160 pixels, 18:9 ratio (~390 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
LG,G8S ThinQ,2019,Available. Released 2019,,181.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","G-OLED capacitive touchscreen, 16M colors",6.21,1080 x 2248 pixels (~401 ppi density),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",Android 9.0 (Pie)
LG,Q8 (2018),2018,Available. Released 2018,,172.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"1080 x 2160 pixels, 18:9 ratio (~389 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 8.1 (Oreo)
LG,X power 3,2018,Available. Released 2018,,171.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",5.5,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 8.1 (Oreo)
LG,K8 (2018),2018,Available. Released 2018,,152.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","S-IPS LCD capacitive touchscreen, 16M colors",5.0,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Accelerometer, proximity",Android 7.1.2 (Nougat)
LG,Watch Urbane LTE,2015,Available. Released 2015,V1,45.0,Nano-SIM,"P-OLED capacitive touchscreen, 16M colors",1.3,"320 x 320 pixels, 1:1 ratio (~348 ppi density)","Accelerometer, gyro, proximity, heart rate, barometer",LG Wearable Platform
LG,L20,2014,Discontinued,,,Mini-SIM,Capacitive touchscreen,3.0,"240 x 320 pixels, 4:3 ratio (~133 ppi density)",V1,Android 4.4.2 (KitKat)
LG,KM338,2008,Discontinued,,,Mini-SIM,"TFT, 256K colors",2.0,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",V1,
LG,U890,2006,Discontinued,,99.0,Mini-SIM,"TFT, 256K colors",2.2,176 x 220 pixels (~128 ppi density),V1,
LG,P7200,2005,Discontinued,,112.0,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,V1,
LG,B2050,2005,Discontinued,,72.0,Mini-SIM,"CSN, 65K colors",1.5,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",V1,
LG,M4410,2005,Discontinued,,107.0,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,V1,
LG,M4330,2005,Cancelled,V1,110.0,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,V1,
LG,M4300,2005,Discontinued,,110.0,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,V1,
LG,F3000,2005,Discontinued,,91.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
LG,F2410,2005,Discontinued,,91.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
LG,F2250,2005,Discontinued,,90.0,Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,V1,
LG,U8290,2006,Discontinued,,125.0,Mini-SIM,"TFT, 65K colors",,176 x 220 pixels,V1,
LG,U8210,2005,Discontinued,,115.0,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,V1,
LG,U8200,2005,Discontinued,,125.0,Mini-SIM,"TFT, 65K colors",,176 x 220 pixels,V1,
LG,B2150,2005,Discontinued,,73.0,Mini-SIM,"CSTN, 65K colors",1.6,"128 x 128 pixels, 1:1 ratio (~113 ppi density)",V1,
LG,B2100,2005,Discontinued,,73.0,Mini-SIM,"CSTN, 65K colors",1.5,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",V1,
LG,B2000,2005,Discontinued,,73.0,Mini-SIM,"CSTN, 65K colors",1.5,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",V1,
LG,F2400,2005,Discontinued,,85.0,Mini-SIM,"TFT, 65K colors",,"128 x 160 pixels, 7 lines",V1,
LG,F1200,2005,Discontinued,,101.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 12 lines",V1,
